,original,paraphrase,similar
291,Highland lords tended to continue to use lighter chainmail and ordinary highlanders dressed in the plaid.,"Most cavalry had weapons, but may have included lancers.",False
28,Saman is an Indonesian novel by Ayu Utami published in  1998.,Sitric Cech replaced him as king.,False
400,"Most cavalry were probably equipped with pistols and swords, but may have included lancers.",The show is a spin-off of the movie Stargate.,False
456,The Scots were drawn into King William II's continental wars.,The reception was mixed.,False
499,"The first official Highland regiment to be raised for the British army was the Black Watch in 1740, but the growth of Highland regiments was delayed by the 1745 Jacobite Rebellion.",A group of Christian Vikings objected to Ragnall's paganism.,False
448,"Pikemen became less important and after the introduction of the socket bayonet disappeared altogether, while matchlock muskets were replaced by the more reliable flintlock.",Matchlock muskets were replaced by the more reliable flintlock after the introduction of the sockets bayonet and pikemen became less important.,True
459,The Scots were drawn into King William II's continental wars.,King William II had wars with the Scots.,True
185,"The success of these led to appearances on several talk shows, and in October 2020 her show Sarah Cooper: Everything's Fine premiered on Netflix.",Lighter chainmail and ordinary highlanders dressed in plaid were used by Highland lords.,False
227,"Adams was a life-long advocate for environmental conservation, and his photographic practice was deeply entwined with this advocacy.",Merchantmen were hired to help Scottish naval efforts.,False
167,Cooper left Google to focus full-time on writing and comedy.,Cooper left the company to focus on writing and comedy.,True
474,Scottish privateers played a major part in the Second Anglo-Dutch War.,He was the grandson of mar and a member of the U mair.,False
442,The standing army was mainly employed in the suppression of Covenanter rebellions and the guerrilla war undertaken by the Cameronians in the East.,"In the suppression of Covenanter rebellions, the standing army was used.",True
97,He was a grandson of Ímar and a member of the Uí Ímair.,"He helped found Group f/64, an association of photographers that advocated the use of the full range of a photograph.",False
401,"Most cavalry were probably equipped with pistols and swords, but may have included lancers.","Most cavalry had weapons, but may have included lancers.",True
187,"The success of these led to appearances on several talk shows, and in October 2020 her show Sarah Cooper: Everything's Fine premiered on Netflix.",The Scots converted from the bow to firearms after the pike replaced the spear.,False
63,"Saman won the 1997 Jakarta Arts Council Novel Competition, which led to its publication.",Saman was published after it won the 1997 Jakarta Arts Council Novel Competition.,True
149,He was succeeded as king by Sitric Cáech.,Sitric Cech was the new king.,True
289,Heavy armour was abandoned after the Flodden campaign.,"There was a small force of cavalry, but they were not strong enough for siege warfare.",False
246,"For his work and his persistent advocacy, which helped expand the National Park system, he was awarded the Presidential Medal of Freedom in 1980.",He was awarded the Presidential Medal of Freedom for his work in expanding the National Park system.,True
446,"Pikemen became less important and after the introduction of the socket bayonet disappeared altogether, while matchlock muskets were replaced by the more reliable flintlock.",In later interviews she said the political realities reflected in Saman are still applicable to post-Suharto Indonesia.,False
50,"Utami has said the stories reflect some of her personal experiences, such as her loss of religion which mirrors that of the priest, Saman.",She worked as a designer for Yahoo!,False
42,"Saman deals explicitly  with themes of sexuality, taboo for women writers in Indonesia at that time.",She worked at Yahoo!,False
409,"Royalist armies, like those led by James Graham, Marquis of Montrose (1643–44) and in Glencairn's rising (1653–54), were mainly composed of conventionally armed infantry with pike and shot.","Royalist armies, like those led by James Graham, were mostly composed of conventionally armed infantry.",True
251,"Adams was a key advisor in establishing the photography department at the Museum of Modern Art in New York, an important landmark in securing photography's institutional legitimacy.",The establishment of the photography department at the Museum of Modern Art in New York is an important landmark in securing photography's institutional legitimacy.,True
282,Highland troops often brought bows and two-handed swords.,"Scottish infantry were generally armed with a combination of pike and shot, but some may have had weapons.",False
92,"Ragnall ua Ímair (Old Norse: Rögnvaldr, died 921) or Rægnald was a Viking leader who ruled Northumbria and the Isle of Man in the early 10th century.",Rgnald was a Viking leader who ruled the Isle of Man and Northumbria in the early 10th century.,True
232,"At age 12, he was given his first camera during his first visit to Yosemite National Park.",There were occasional flare ups of a guerre de course.,False
100,"Ragnall was most probably among those Vikings expelled from Dublin in 902, whereafter he may have ruled territory in southern Scotland or the Isle of Man.","After being kicked out of Dublin in 902, Ragnall may have ruled territory in southern Scotland or the Isle of Man.",True
180,"During the COVID-19 pandemic, Cooper began uploading videos of herself lip-syncing statements made by Donald Trump.","After the Flodden campaign, heavy armour was abandoned.",False
155,She worked in design for Yahoo!,She worked as a designer for Yahoo!,True
454,"On the eve of the Glorious Revolution the standing army in Scotland was about 3,250 men.","The army in Scotland was about 3,250 men on the eve of the revolution.",True
207,"Ansel Easton Adams (February 20, 1902 – April 22, 1984) was an American landscape photographer and environmentalist known for his black-and-white images of the American West.",There were attempts to create naval forces.,False
147,He was succeeded as king by Sitric Cáech.,"Between the adoption of new ideas of the Renaissance in the early 16th century and the military defeat of the Jacobite movement in the mid-eightteenth century, warfare in early modern Scotland included all forms of military activity.",False
217,"He and Fred Archer developed an exacting system of image-making called the Zone System, a method of achieving a desired final print through a deeply technical understanding of how tonal range is recorded and developed during exposure, negative development, and printing.","The Zone System is a method of achieving a desired final print through a deep technical understanding of how tonal range is recorded and developed during exposure, negative development and printing.",True
429,The Scottish navy was unable to withstand the English fleet that accompanied the army led by Cromwell that conquered Scotland in 1649–51 and Scottish ships and crews were split up among the Commonwealth fleet.,"The stories reflect some of Utami's personal experiences, such as her loss of religion, and that of the priest, Saman.",False
357,The chief use of naval power in his reign were a series of expeditions to the Isles and France.,Scottish privateers played a large part in the Second Anglo-Dutch War.,False
95,He was a grandson of Ímar and a member of the Uí Ímair.,He was a member of the U mair.,True
259,"He helped to stage that department's first photography exhibition, helped found the photography magazine Aperture, and co-founded the Center for Creative Photography at the University of Arizona.",Large numbers of Scots served in foreign armies during the Thirty Years' War.,False
245,"For his work and his persistent advocacy, which helped expand the National Park system, he was awarded the Presidential Medal of Freedom in 1980.",He was awarded the Presidential Medal of Freedom in 1980 for his work in expanding the National Park system.,True
412,Montrose's forces were short of heavy artillery suitable for siege warfare and had only a small force of cavalry.,There was only a small force of cavalry that was available for siege warfare.,True
383,In the early seventeenth century large numbers of Scots took service in foreign armies involved in the Thirty Years' War.,Many Scots took part in foreign armies during the Thirty Years' War.,True
381,In the early seventeenth century large numbers of Scots took service in foreign armies involved in the Thirty Years' War.,Many Scots took service in foreign armies during the Thirty Years' War.,True
217,"He and Fred Archer developed an exacting system of image-making called the Zone System, a method of achieving a desired final print through a deeply technical understanding of how tonal range is recorded and developed during exposure, negative development, and printing.","At that time, the Great Michael was the largest ship in Europe.",False
74,"Some critics praised the richness of its language, while others derided the novel for its sexual explicitness and questioned whether it was Utami's own work.","The Venezuela Case, also known as the Monroe Doctrine, is an 1896 American propaganda film.",False
352,James V built a new harbour at Burntisland in 1542.,"In 1542, James V built a new harbour at Burntisland.",True
293,Highland lords tended to continue to use lighter chainmail and ordinary highlanders dressed in the plaid.,"There was a small force of cavalry, which was insufficient for siege warfare.",False
295,The crown took an increasing role in the supply of equipment.,The crown was involved in the supply of equipment.,True
267,"In the late Middle Ages, Scottish armies were assembled on the basis of common service, feudal obligations and money contracts of bonds of manrent.","Common service, feudal obligations and money contracts were the basis of Scottish armies in the late Middle Ages.",True
136,"In 920 Ragnall and his neighbouring northern kings came to an agreement with Edward the Elder, King of the Anglo-Saxons, though it is a matter of dispute whether Ragnall recognised Edward as his overlord.","It is not clear whether Edward the Elder, King of the Anglo-Saxons, was recognised by Ragnall as his overlord.",True
243,He was later contracted with the United States Department of the Interior to make photographs of national parks.,"The conflict between England and the Union of Crowns ended in 1603, but England's foreign policy opened up Scottish shipping to attack.",False
323,There were attempts to create royal naval forces in the fifteenth century.,"In the fifteenth century, there were attempts to create naval forces.",True
268,"In the late Middle Ages, Scottish armies were assembled on the basis of common service, feudal obligations and money contracts of bonds of manrent.","Scottish armies were assembled on the basis of common service, feudal obligations and money contracts of bonds of manrent in the late Middle Ages.",True
486,"At the Union, the standing army was seven units of infantry, two of horse and one troop of Horse Guards, besides varying levels of fortress artillery.","At the Union, there were seven units of infantry, two of horse and one troop of Horse Guards.",True
361,"The Union of Crowns in 1603 ended conflict with England, but England's foreign policy opened up Scottish shipping to attack.",The Second Anglo-Dutch War was fought by Scottish privateers.,False
415,"During the Bishops' Wars, Scottish privateers took English prizes.","The Goa'uld, who are bent on destroying Earth and all who oppose them, were encountered in the film.",False
296,The crown took an increasing role in the supply of equipment.,The supply of equipment was increased by the crown.,True
198,"The Monroe Doctrine, also known as The Venezuela Case,:52 is an 1896 American propaganda film.",Scotland was given a defended border of forts and castles in the 1540s and 1550s.,False
427,The Scottish navy was unable to withstand the English fleet that accompanied the army led by Cromwell that conquered Scotland in 1649–51 and Scottish ships and crews were split up among the Commonwealth fleet.,"Saman deals with themes of sexuality, taboo for women writers in Indonesia at the time.",False
482,"After the Act of Union in 1707, these vessels were transferred to the Royal Navy.",The Royal Navy took possession of these vessels after the Act of Union.,True
438,"At the Restoration, infantry regiments and a few troops of horse were established and there were attempts to found a national militia on the English model.","At the Restoration, there were attempts to establish a national militia on the English model.",True
375,The Scots also returned to West Indies and in 1629 took part in the capture of Quebec.,The Act of Union transferred these vessels to the Royal Navy.,False
278,"Individuals were expected to provide their own equipment, including axes and pole arms.",The people were expected to provide their own equipment.,True
483,"After the Act of Union in 1707, these vessels were transferred to the Royal Navy.",The vessels were transferred to the Royal Navy after the Act of Union.,True
156,She worked in design for Yahoo!,"Common service, feudal obligations and money contracts of bonds of manrent were used to assemble the Scottish armies in the late Middle Ages.",False
484,"After the Act of Union in 1707, these vessels were transferred to the Royal Navy.",The Royal Navy took over these vessels after the Act of Union.,True
254,"Adams was a key advisor in establishing the photography department at the Museum of Modern Art in New York, an important landmark in securing photography's institutional legitimacy.",The Scots took part in the capture of Quebec in 1629.,False
498,"The first official Highland regiment to be raised for the British army was the Black Watch in 1740, but the growth of Highland regiments was delayed by the 1745 Jacobite Rebellion.","The Black Watch was raised for the British army in 1740, but its growth was delayed by the Jacobite Rebellion in 1745.",True
197,"The Monroe Doctrine, also known as The Venezuela Case,:52 is an 1896 American propaganda film.",The nature of castle architecture was altered by gunpowder weaponry.,False
322,There were attempts to create royal naval forces in the fifteenth century.,There were attempts to find a national militia on the English model at the Restoration.,False
78,The novel eventually was hailed for its groundbreaking portrayal of a woman's views of sexuality.,The novel was praised for its depiction of a woman's views on sexuality.,True
55,Utami also includes passages reflecting the destructiveness of Suharto's political authoritarianism; in later interviews she said  the political realities reflected in Saman are still applicable to post-Suharto Indonesia.,"In later interviews, she said the political realities reflected in Saman are still applicable to post-Suharto Indonesia.",True
414,Montrose's forces were short of heavy artillery suitable for siege warfare and had only a small force of cavalry.,"Saman, written in seven to eight months while Utami was unemployed, sold over 100,000 copies and opened the doors to a new literary movement called sastra wangi.",False
39,"Written in seven to eight months while Utami was unemployed,  Saman sold over 100,000 copies and ignited a new literary movement known as sastra wangi (originally used pejoratively) that opened the doors to an influx of sexually-themed literary works by young Indonesian women.","While performing stand-up comedy, I was also in the user experience for some of the products.",False
403,"Most cavalry were probably equipped with pistols and swords, but may have included lancers.","The Goa'uld, who are bent on destroying Earth and all who oppose them, were encountered by them in the film.",False
208,"Ansel Easton Adams (February 20, 1902 – April 22, 1984) was an American landscape photographer and environmentalist known for his black-and-white images of the American West.",Adams was known for his black and white images of the American West.,True
380,In the early seventeenth century large numbers of Scots took service in foreign armies involved in the Thirty Years' War.,"There were seven units of infantry, two of horse and one troop of Horse Guards at the Union.",False
110,"Sitric successfully recaptured Dublin and established himself as king, while Ragnall returned to England.","The Zone System is a method of achieving a desired final print through a deep technical understanding of how tonal range is recorded and developed during exposure, negative development, and printing.",False
431,"During the English occupation, more fortresses in the style of the trace italienne were built.",The English built more fortresses in the style of the trace italienne.,True
371,"In 1627, the Royal Scots Navy and privateers participated in the major expedition to Biscay.",The Royal Scots Navy and privateers were involved in a major expedition.,True
290,Highland lords tended to continue to use lighter chainmail and ordinary highlanders dressed in the plaid.,Lighter chainmail and ordinary highlanders dressed in plaid were used by Highland lords.,True
336,"Scottish ships had some success against privateers, accompanied the king on his expeditions to the islands, and intervened in Scandinavia and the Baltic, but were sold after the Flodden campaign.","Matchlock muskets were replaced by the more reliable flintlock after the introduction of the sockets bayonet, while pikemen became less important.",False
59,Utami also includes passages reflecting the destructiveness of Suharto's political authoritarianism; in later interviews she said  the political realities reflected in Saman are still applicable to post-Suharto Indonesia.,She said the political realities reflected in Saman are still applicable to post-Suharto Indonesia.,True
461,"Scottish seamen received protection against arbitrary impressment, but a fixed quota of conscripts for the Royal Navy was levied from the sea-coast burghs.","Some critics praised the richness of its language, while others derided the novel for its sexual explicitness and questioned whether it was Utami's own work.",False
223,The resulting clarity and depth of such images characterized his photography.,His photography was characterized by its clarity and depth.,True
136,"In 920 Ragnall and his neighbouring northern kings came to an agreement with Edward the Elder, King of the Anglo-Saxons, though it is a matter of dispute whether Ragnall recognised Edward as his overlord.",He was awarded the Presidential Medal of Freedom for his work in expanding the National Park system.,False
173,"Her first two books, 100 Tricks to Appear Smart in Meetings and Draw What Success Looks Like were published in 2016.","Her first two books, 100 Tricks to Appear Smart in Meetings and Draw What Success Looks Like, were published in 2016",True
189,"The success of these led to appearances on several talk shows, and in October 2020 her show Sarah Cooper: Everything's Fine premiered on Netflix.","Sarah Cooper: Everything's Fine, her show about the success of these, was released on the internet in October 2020.",True
257,"He helped to stage that department's first photography exhibition, helped found the photography magazine Aperture, and co-founded the Center for Creative Photography at the University of Arizona.",He helped found the Center for Creative Photography at the University of Arizona and helped stage that department's first photography exhibition.,True
270,"In 1513 these systems produced a large and formidable force, but in the mid-sixteenth century there were difficulties in recruitment.","In the mid-sixteenth century there were difficulties in recruiting, but in 1513 these systems produced a large and formidable force.",True
78,The novel eventually was hailed for its groundbreaking portrayal of a woman's views of sexuality.,"The Monroe Doctrine, also known as The Venezuela Case, is an 1896 American propaganda film.",False
411,Montrose's forces were short of heavy artillery suitable for siege warfare and had only a small force of cavalry.,"The Goa'uld, who are bent on destroying Earth, were encountered in the film.",False
360,"The Union of Crowns in 1603 ended conflict with England, but England's foreign policy opened up Scottish shipping to attack.","In peacetime, there were Royal Navy patrols in Scottish waters.",False
230,"At age 12, he was given his first camera during his first visit to Yosemite National Park.",His first camera was given to him when he was 12.,True
384,In the early seventeenth century large numbers of Scots took service in foreign armies involved in the Thirty Years' War.,The show is a spin-off from the hit movie Stargate.,False
379,The Scots also returned to West Indies and in 1629 took part in the capture of Quebec.,"The first season of the military science fiction television series began airing on the Showtime channel in the United States on July 27, 1997, and ended on theSci Fi channel on March 6, 1998.",False
276,"Individuals were expected to provide their own equipment, including axes and pole arms.",The individuals were expected to provide their own equipment.,True
147,He was succeeded as king by Sitric Cáech.,Sitric Cech took over as king.,True
279,"Individuals were expected to provide their own equipment, including axes and pole arms.",They were expected to provide their own equipment.,True
126,"This group tried to organise an alliance with Æthelflæd, Lady of the Mercians but this attempt was cut short by her death in 918.","As a member of the Sierra Club, he developed his photographic work.",False
98,He was a grandson of Ímar and a member of the Uí Ímair.,"The Zone System is a method of achieving a desired final print through a deep technical understanding of how the tonal range is recorded and developed during exposure, negative development and printing.",False
340,Scottish naval efforts subsequently relied on privateering captains and hired merchantmen.,Merchantmen were hired by the Scottish naval efforts.,True
363,"The Union of Crowns in 1603 ended conflict with England, but England's foreign policy opened up Scottish shipping to attack.","The conflict between England and the Union of Crowns ended in 1603, but England's foreign policy opened up Scottish shipping to attack.",True
113,"Sitric successfully recaptured Dublin and established himself as king, while Ragnall returned to England.",Sitric established himself as king when he regained Dublin.,True
253,"Adams was a key advisor in establishing the photography department at the Museum of Modern Art in New York, an important landmark in securing photography's institutional legitimacy.","Adams was a key advisor in establishing the photography department at the Museum of Modern Art in New York, an important landmark in securing photography's institutional legitimacy.",True
462,"Scottish seamen received protection against arbitrary impressment, but a fixed quota of conscripts for the Royal Navy was levied from the sea-coast burghs.","Scottish seamen were protected against impressment, but a fixed quota of conscripts was levied from the sea-coast burghs.",True
470,Scottish privateers played a major part in the Second Anglo-Dutch War.,The novel was praised for its depiction of a woman's views of sexuality.,False
411,Montrose's forces were short of heavy artillery suitable for siege warfare and had only a small force of cavalry.,"There was a small force of cavalry, but they were not heavy enough for siege warfare.",True
67,Critical reception was mixed.,It was a mixed reception.,True
280,Highland troops often brought bows and two-handed swords.,The troops brought bows and swords.,True
445,"Pikemen became less important and after the introduction of the socket bayonet disappeared altogether, while matchlock muskets were replaced by the more reliable flintlock.","Matchlock muskets were replaced by the more reliable flintlock after the introduction of the sockets bayonet, as pikemen became less important.",True
52,"Utami has said the stories reflect some of her personal experiences, such as her loss of religion which mirrors that of the priest, Saman.","The stories reflect some of the experiences of Utami, such as her loss of religion and that of the priest, Saman.",True
366,In 1626 a squadron of three ships were bought and equipped for protection and there were marque fleets of privateers.,In 1626 a squadron of three ships were bought and equipped for protection.,True
182,"During the COVID-19 pandemic, Cooper began uploading videos of herself lip-syncing statements made by Donald Trump.",The crown's role in the supply of equipment increased.,False
163,"and in user experience for Google Docs, Sheets, and Slides while also performing stand-up comedy.",The troops often brought bows and swords.,False
392,Covenanter armies intervened in the Civil Wars in England and Ireland.,The Civil Wars in England and Ireland were fought by armies of covenanter.,True
404,"Most cavalry were probably equipped with pistols and swords, but may have included lancers.",lancers may have been included in the cavalry that was equipped with pistols and swords.,True
383,In the early seventeenth century large numbers of Scots took service in foreign armies involved in the Thirty Years' War.,"The first season of the military science fiction television series began airing on the Showtime channel in the United States on July 27, 1997 and ended on theSci Fi channel on March 6, 1998 with 22 episodes.",False
112,"Sitric successfully recaptured Dublin and established himself as king, while Ragnall returned to England.",Sitric established himself as king after defeating Dublin.,True
470,Scottish privateers played a major part in the Second Anglo-Dutch War.,Scottish privateers were involved in the Second Anglo-Dutch War.,True
31,"It is Utami's first novel, and depicts the lives of four sexually-liberated female friends, and a former Catholic priest, Saman, for whom the book is named.","The Annals of Ulster describe Ragnall as the ""king of the fair foreigners and the dark foreigners"".",False
441,The standing army was mainly employed in the suppression of Covenanter rebellions and the guerrilla war undertaken by the Cameronians in the East.,The suppression of Covenanter rebellions was mostly done by the standing army.,True
189,"The success of these led to appearances on several talk shows, and in October 2020 her show Sarah Cooper: Everything's Fine premiered on Netflix.",The nature of castle architecture was changed by gunpowder weaponry.,False
130,"His reign saw three issues of coinage, although this was perhaps done on the orders of Hrotheweard, Archbishop of York.",He was a member of the Sierra Club.,False
422,"After the Covenanters allied with the English Parliament they established two patrol squadrons for the Atlantic and North Sea coasts, known collectively as the ""Scotch Guard"".","The ""Scotch Guard"" patrol squadrons were established after the Covenanters allied with the English Parliament.",True
277,"Individuals were expected to provide their own equipment, including axes and pole arms.",The Civil Wars in England and Ireland were fought by armies of covenanter.,False
124,Ragnall's rule was immediately challenged by a group of Christian Vikings opposed to his paganism.,He was given the Presidential Medal of Freedom in 1980 for his work in expanding the National Park system.,False
413,Montrose's forces were short of heavy artillery suitable for siege warfare and had only a small force of cavalry.,"There was a small force of cavalry, which was insufficient for siege warfare.",True
35,"Written in seven to eight months while Utami was unemployed,  Saman sold over 100,000 copies and ignited a new literary movement known as sastra wangi (originally used pejoratively) that opened the doors to an influx of sexually-themed literary works by young Indonesian women.","Saman was written in seven to eight months while Utami was out of work and sold over 100,000 copies.",True
407,"Royalist armies, like those led by James Graham, Marquis of Montrose (1643–44) and in Glencairn's rising (1653–54), were mainly composed of conventionally armed infantry with pike and shot.","The Goa'uld are bent on destroying Earth and all who oppose them, and they were encountered in the film.",False
425,The Scottish navy was unable to withstand the English fleet that accompanied the army led by Cromwell that conquered Scotland in 1649–51 and Scottish ships and crews were split up among the Commonwealth fleet.,The English fleet that accompanied Cromwell's army that conquered Scotland in 1649–51 was too much for the Scottish navy.,True
9,The show itself is a spin-off from the 1994 hit movie Stargate written by Dean Devlin and Roland Emmerich.,"His reign saw three issues of coinage, which may have been done on the orders of the Archbishop of York.",False
477,"In the 1690s a fleet of five ships was established for the Darien Scheme, and a professional navy of three warships to protect local shipping.",There was a professional navy of three warships to protect local shipping in the 1690s.,True
434,"During the English occupation, more fortresses in the style of the trace italienne were built.",She said the political realities reflected in Saman are still applicable to post-Suharto Indonesia.,False
299,The crown took an increasing role in the supply of equipment.,The crown's role in the supply of equipment has increased.,True
87,A film adaptation is in the making.,"There is a fight between the British Empire, the United States, and Venezuela.",False
453,"On the eve of the Glorious Revolution the standing army in Scotland was about 3,250 men.","Some critics praised the richness of its language, while others derided the novel for its sexual explicitness and wondered if it was Utami's work.",False
308,"Feudal heavy cavalry were replaced with light horse, often drawn from the Borders.",The English fleet that accompanied Cromwell's army that conquered Scotland in 1649–51 was too much for the Scottish navy to handle.,False
236,He developed his early photographic work as a member of the Sierra Club.,"As a member of the Sierra Club, he developed his photographic work.",True
201,"It features an allegorical fight over national determinism between the British Empire, the United States and Venezuela.","There is a fight over national determinism between the British Empire, the United States and Venezuela.",True
34,"It is Utami's first novel, and depicts the lives of four sexually-liberated female friends, and a former Catholic priest, Saman, for whom the book is named.",She worked for Yahoo!,False
77,The novel eventually was hailed for its groundbreaking portrayal of a woman's views of sexuality.,The novel showed a woman's views of sexuality.,True
372,"In 1627, the Royal Scots Navy and privateers participated in the major expedition to Biscay.","The army at the Union consisted of seven units of infantry, two of horse and one troop of Horse Guards.",False
410,Montrose's forces were short of heavy artillery suitable for siege warfare and had only a small force of cavalry.,There was only a small force of cavalry available for siege warfare.,True
400,"Most cavalry were probably equipped with pistols and swords, but may have included lancers.",The cavalry may have included lancers.,True
283,Highland troops often brought bows and two-handed swords.,Most cavalry had pistols and swords.,False
338,"Scottish ships had some success against privateers, accompanied the king on his expeditions to the islands, and intervened in Scandinavia and the Baltic, but were sold after the Flodden campaign.",King William II drew the Scots into his wars.,False
199,"The Monroe Doctrine, also known as The Venezuela Case,:52 is an 1896 American propaganda film.","The Venezuela Case, also known as the Monroe Doctrine, is an 1896 American propaganda film.",True
114,"Sitric successfully recaptured Dublin and established himself as king, while Ragnall returned to England.",Sitric established himself as king after he reclaimed Dublin.,True
17,"The first season was about a military-science expedition team discovering how to use the ancient device, named the Stargate, to explore the galaxy.","His reign saw three issues of coinage, which may have been done on the orders of Hrotheweard.",False
191,It was announced in August 2020 that Cooper and Cindy Chupack would be producing a comedy show for CBS based on How to Be Successful Without Hurting Men's Feelings.,The Scots converted from the bow to gunpowder firearms after the pike replaced the spear.,False
356,The chief use of naval power in his reign were a series of expeditions to the Isles and France.,He used naval power in a number of expeditions to the Isles and France.,True
46,She also writes  about  the  supernatural and mysticism.,She writes about mysticism and supernatural things.,True
19,"The first season was about a military-science expedition team discovering how to use the ancient device, named the Stargate, to explore the galaxy.",The first season was about a military-science expedition team discovering how to use an ancient device to explore the galaxy.,True
365,In 1626 a squadron of three ships were bought and equipped for protection and there were marque fleets of privateers.,"In 1626, a squadron of three ships were bought and equipped for protection.",True
119,"He fought against Constantín mac Áeda, King of Scotland, in the Battle of Corbridge in 918, and although the battle was not decisive it did allow Ragnall to establish himself as king at York.",The United States Department of the Interior hired him to make photographs of national parks.,False
455,The Scots were drawn into King William II's continental wars.,Saman was published after winning the 1997 Jakarta Arts Council Novel Competition.,False
228,"Adams was a life-long advocate for environmental conservation, and his photographic practice was deeply entwined with this advocacy.",There were occasional outbreaks of a guerre de course despite truces with England.,False
248,"For his work and his persistent advocacy, which helped expand the National Park system, he was awarded the Presidential Medal of Freedom in 1980.","He was awarded the Presidential Medal of Freedom in 1980, for his work in expanding the National Park system.",True
204,"It features an allegorical fight over national determinism between the British Empire, the United States and Venezuela.","There is a fight over national determinism between the British Empire, the United States, and Venezuela.",True
122,Ragnall's rule was immediately challenged by a group of Christian Vikings opposed to his paganism.,A group of Christian Vikings opposed to Ragnall's paganism immediately challenged his rule.,True
152,Sarah Anne Cooper (born 1977) is a Jamaican-American author and comedian based in New York City.,"Common service, feudal obligations and money contracts were the basis of Scottish armies in the late Middle Ages.",False
47,She also writes  about  the  supernatural and mysticism.,She writes about the supernatural and mysticism.,True
79,The novel eventually was hailed for its groundbreaking portrayal of a woman's views of sexuality.,"There is a fight over national determinism between the British Empire, the United States, and Venezuela.",False
25,Saman is an Indonesian novel by Ayu Utami published in  1998.,"The three issues of coinage may have been done on the orders of Hrotheweard, the Archbishop of York.",False
231,"At age 12, he was given his first camera during his first visit to Yosemite National Park.",He got his first camera at the age of 12.,True
156,She worked in design for Yahoo!,She was a designer for Yahoo!,True
377,The Scots also returned to West Indies and in 1629 took part in the capture of Quebec.,Scottish units in the British Army took part in a number of wars in Europe.,False
66,Critical reception was mixed.,How to Be Successful Without Hurting Men's Feelings was her third book.,False
115,"He fought against Constantín mac Áeda, King of Scotland, in the Battle of Corbridge in 918, and although the battle was not decisive it did allow Ragnall to establish himself as king at York.","In the Battle of Corbridge, he fought against the King of Scotland, Constantn mac eda, and he was able to establish himself as king at York.",True
439,"At the Restoration, infantry regiments and a few troops of horse were established and there were attempts to found a national militia on the English model.",There were attempts to establish a militia on the English model at the Restoration.,True
68,Critical reception was mixed.,Critical reception was mixed.,True
240,He was later contracted with the United States Department of the Interior to make photographs of national parks.,He was hired by the United States Department of the Interior to take pictures of national parks.,True
300,The pike replaced the spear and the Scots began to convert from the bow to gunpowder firearms.,The Scots converted from archery to firearms after the pike replaced the spear.,True
186,"The success of these led to appearances on several talk shows, and in October 2020 her show Sarah Cooper: Everything's Fine premiered on Netflix.",The supply of equipment was increased by the crown.,False
12,"Stargate SG-1 re-introduced supporting characters from the film universe, such as Jonathan ""Jack"" O'Neill and Daniel Jackson and included new characters such as Teal'c, George Hammond and Samantha ""Sam"" Carter.","Supporting characters from the film universe, such as Jonathan ""Jack"" O'Neil and Daniel Jackson, were re-introduced in the series.",True
66,Critical reception was mixed.,The reception was mixed.,True
215,"He and Fred Archer developed an exacting system of image-making called the Zone System, a method of achieving a desired final print through a deeply technical understanding of how tonal range is recorded and developed during exposure, negative development, and printing.","The Zone System is a method of achieving a desired final print through a deep technical understanding of how tonal range is recorded and developed during exposure, negative development, and printing.",True
125,"This group tried to organise an alliance with Æthelflæd, Lady of the Mercians but this attempt was cut short by her death in 918.",The attempt to form an alliance with Lady of the Mercians was cut short by her death.,True
438,"At the Restoration, infantry regiments and a few troops of horse were established and there were attempts to found a national militia on the English model.",The political realities reflected in Saman are still applicable to post-Suharto Indonesia according to Utami.,False
104,"Ragnall was most probably among those Vikings expelled from Dublin in 902, whereafter he may have ruled territory in southern Scotland or the Isle of Man.","Adams was an ardent advocate for the environment, and his photographic practice was entwined with this.",False
374,"In 1627, the Royal Scots Navy and privateers participated in the major expedition to Biscay.",The Royal Scots Navy and privateers took part in a major expedition in 1627.,True
71,"Some critics praised the richness of its language, while others derided the novel for its sexual explicitness and questioned whether it was Utami's own work.",Cooper started uploading videos of herself lip-syncing statements made by Donald Trump.,False
53,"Utami has said the stories reflect some of her personal experiences, such as her loss of religion which mirrors that of the priest, Saman.","Her first two books, 100 Tricks to Appear Smart in Meetings and Draw What Success Looks Like, were published in 2016",False
370,"In 1627, the Royal Scots Navy and privateers participated in the major expedition to Biscay.",The Royal Scots Navy and privateers participated in a major expedition in 1627.,True
418,"During the Bishops' Wars, Scottish privateers took English prizes.","Saman, written in seven to eight months while Utami was unemployed, sold over 100,000 copies and sparked a new literary movement known as sastra wangi.",False
428,The Scottish navy was unable to withstand the English fleet that accompanied the army led by Cromwell that conquered Scotland in 1649–51 and Scottish ships and crews were split up among the Commonwealth fleet.,The English fleet that accompanied Cromwell's army that conquered Scotland in 1649–51 was too much for the Scottish navy to handle.,True
255,"He helped to stage that department's first photography exhibition, helped found the photography magazine Aperture, and co-founded the Center for Creative Photography at the University of Arizona.","The conflict between England and the Union of Crowns ended in 1603, but England's foreign policy allowed Scottish shipping to attack.",False
407,"Royalist armies, like those led by James Graham, Marquis of Montrose (1643–44) and in Glencairn's rising (1653–54), were mainly composed of conventionally armed infantry with pike and shot.",Royalist armies were mostly composed of infantry with pike and shot.,True
